id,Title,Link,Raw_Text,Company,Found_Skills
17,Начальник відділення спеціального зв’язку та кібербезпеки,https://jobs.dou.ua/companies/tsentr-kiberzahistu/vacancies/353231/?from=first-job,"
Центр кіберзахисту запрошує на військову службу за контрактом (по мобілізації) кандидатів на посаду начальника спеціального зв’язку та кібербезпеки.Ми — команда, яка стоїть на варті цифрового спокою. Наш центр — це не просто моніторинг, це екосистема, де ми полюємо на загрози (Threat Hunting), розслідуємо інциденти та постійно вдосконалюємо наші захисні механізми.Кіберзагрози не сплять, і ми теж (але ми робимо це по черзі). Наша команда шукає таланти, щоб посилити цифрову оборону. У нас є місце як для «мисливців», так і для «архітекторів».У нас доступні вакансії: начальник спеціального зв’язку (сержант).Форма служби: військова служба (контракт, мобілізація).Грошове забезпечення: 25 000  (залежно від посади, рівня підготовки та умов проходження служби).Основні обов’язки:забезпечення справності засобів зв’язку;організація та управління системами зв’язку;організація та підтримка зв’язку;технічна експлуатація обладнання;робота з документацією;забезпечення захисту інформації;ремонт та відновлення;несення чергової служби;виконання завдань у складі підрозділу.Ми пропонуємо:мобілізація до кінця воєнного стану або служба за контрактом;можливість переведення чинних військовослужбовців за згодою безпосереднього командира;можливість служби для кандидатів, які за висновком ВЛК придатні до служби у військових частинах забезпечення, ТЦК та СП, ВВНЗ, навчальних центрах тощо;грошове забезпечення згідно з нормами чинного законодавства;пакет соціальних та правових гарантій захисту військовослужбовця та членів його сім’ї;гарантована щорічна відпустка + додаткова відпустка 10 днів за сімейними обставинами;безоплатне медичне забезпечення;можливість професійного та кар’єрного росту;проходження служби в місті Рівне. Ми очікуємо від вас:вища освіта/фахова передвища освіта (інформаційні технології, кібербезпека, комп’ютерні науки, телекомунікації або суміжні спеціальності);впевнене володіння ПК та базовими офісними програмами (Word та Excel);розуміння принципів інформаційної безпеки;вміння швидко вирішувати технічні проблеми;уважність, відповідальність, вміння працювати з документами;дисциплінованість та готовність до проходження військової служби.Розглядаємо кандидатів з статусом ВЛК придатний до служби у військових частинах забезпечення, ТЦК та СП, ВВНЗ, навчальних центрах, закладах (установах), медичних підрозділах, підрозділах логістики, зв’язку, оперативного забезпечення, охорони для подальшого проходження служби за контрактом та мобілізацією.деталі за номером телефону 097-767-23-97, 0683293415
",Центр кіберзахисту,Degree
18,"Офіцер відділу протидії кіберзагрозам,атестації та експертизи",https://jobs.dou.ua/companies/tsentr-kiberzahistu/vacancies/353232/?from=first-job,"
Центр кіберзахисту запрошує на військову службу за контрактом фахівців у сфері кіберзахисту інформаційних систем та мереж.Ми шукаємо кваліфікованого спеціаліста з технічного захисту інформації, який долучиться до нашої команди. Вашими основними завданнями буде забезпечення безпеки даних та інформаційних систем компанії, розробка та впровадження заходів захисту, а також моніторинг і реагування на інциденти кібербезпеки.Ми — команда, яка стоїть на варті цифрового спокою. Наш центр — це не просто моніторинг, це екосистема, де ми полюємо на загрози (Threat Hunting), розслідуємо інциденти та постійно вдосконалюємо наші захисні механізми.Кіберзагрози не сплять, і ми теж (але ми робимо це по черзі). Наша команда шукає таланти, щоб посилити цифрову оборону. У нас є місце як для «мисливців», так і для «архітекторів».У нас доступні вакансії: офіцер протидії кіберзагрозам, атестації та експертизиФорма служби: військова служба (контракт, мобілізація).Грошове забезпечення: 25 000-28 000(залежно від посади, рівня підготовки та умов проходження служби).Основні обов’язки:здійснення збору, обробки та аналізу журналів подій (інформації про події, реєстри, файлові активності та інші деталі, які можуть бути використані для аналізу загроз і виявлення порушень функціонування);оцінка стану захисту інформації та кіберзахисту інформаційно-комунікаційних системах;підготовка звітів, службових записок, довідок та інших документів;несення чергової служби;виконання завдань у складі підрозділу.Ми пропонуємо:мобілізація до кінця воєнного стану або служба за контрактом;можливість переведення чинних військовослужбовців за згодою безпосереднього командира;можливість служби для кандидатів, які за висновком ВЛК придатні до служби у військових частинах забезпечення, ТЦК та СП, ВВНЗ, навчальних центрах тощо;грошове забезпечення згідно з нормами чинного законодавства;пакет соціальних та правових гарантій захисту військовослужбовця та членів його сім’ї;гарантована щорічна відпустка + додаткова відпустка 10 днів за сімейними обставинами;безоплатне медичне забезпечення;можливість професійного та кар’єрного росту;проходження служби в місті Рівне.Ми очікуємо від вас:вища освіта (інформаційні технології, кібербезпека, комп’ютерні науки, телекомунікації або суміжні спеціальності);впевнене володіння ПК та базовими офісними програмами;розуміння принципів інформаційної безпеки;уважність, відповідальність, вміння працювати з документами;дисциплінованість та готовність до проходження військової служби;здатність виявляти вразливостей мережевого та програмного забезпечення;розуміння моделі OSI та протоколів TCP/IP.навички роботи з логами (Windows Event Logs, Syslog, Web-logs).базові знання Python або PowerShell для автоматизації рутини.Розглядаємо кандидатів з статусом ВЛК придатний до служби у військових частинах забезпечення, ТЦК та СП, ВВНЗ, навчальних центрах, закладах (установах), медичних підрозділах, підрозділах логістики, зв’язку, оперативного забезпечення, охорони, випускників військових кафедр вищих навчальних закладів для подальшого проходження служби за мобілізацією. деталі за номером телефону 097-767-23-97, 0683293415
",Центр кіберзахисту,"Python,Degree"
19,Технік з прошивки Production Technician (Firmware / Electronics),https://jobs.dou.ua/companies/ugv-robotics/vacancies/360247/?from=first-job,"
Ми — сучасне підприємство у сфері робототехніки, яке працює над інноваційними рішеннями та цікавими проектами. Ми прагнемо створювати технології, які змінюють життя на краще, і шукаємо талановитих людей для приєднання до нашої команди.Шукаємо техніка з прошивки мікроконтролерів, який підсилить нашу команду.Що ви будете робити на цій позиції:Прошивка мікроконтролерів та електронних модулів (Arduino, STM32, ESP32 та інші).Перевірка, тестування та первинна діагностика електронних плат, блоків і готових виробів.Робота з програмним забезпеченням для прошивки, налаштування та тестування обладнання.Проведення функціонального тестування виробів після прошивки та складання.Виявлення несправностей у вузлах, модулях та електронних компонентах, участь у локалізації причин дефектів.Робота з діагностичним обладнанням та вимірювальними приладами.Взаємодія з командами виробництва та R&D щодо виявлених технічних проблем і системних дефектів.Заповнення технічної документації, чек-листів тестування та фіксація результатів перевірок.Підготовка обладнання до тестування та контроль коректності роботи після прошивки.На цю позицію ми хочемо бачити кандидата, який має:Розуміння принципів роботи контролерів, електроприводів та електронних вузлів.Базові знання фізики та електроніки (на рівні не нижче шкільного курсу фізики 9 класу).Досвід або навички роботи з мікроконтролерами: Arduino, STM32, ESP32.Базові навички роботи з терміналом (CLI).Впевнене володіння ПК.Базові навички роботи з Ubuntu/Linux-подібними системами.Розуміння логіки роботи прошивок, базові навички оновлення та налаштування firmware.Уважність до деталей, технічна грамотність та системний підхід до роботи.Вміння аналізувати технічні несправності та знаходити причини некоректної роботи виробів.Ми пропонуємо:Роботу в компанії, яка створює продукт із реальним значенням.Команду, яка цінує ініціативність та результат.Можливість впливати на ефективність закупівельних процесів.Бронювання віськовозобо’язаних.Графік роботи 5/2, 08:00–17:00.
",UGV Robotics,Linux
20,Junior IT Engineer,https://jobs.dou.ua/companies/grid-dynamics/vacancies/328478/?from=first-job,"
We are looking for an IT Engineer in Kyiv on a part-time! Minimum requirements to the candidate:Strong customer support skillsAbility to communicate clearly, politely, and in a timely mannerStrong troubleshooting skillsUnderstanding of basic Network concepts (TCP/IP, DNS, VPN, VoIP) and some experience in troubleshooting network issuesBasic understanding of Windows AD, LDAPBasic understanding of Linux/Unix systems conceptsNice to have requirements to the candidate:Advanced MacOS knowledgeAdvanced Windows knowledgeExperience with Google Workspace (G Suite)What tasks the candidate will work with?Providing technical user support, assisting users with system and software configurationInstallation, upgrades, support, and troubleshooting of laptops with MacOS (14.x, 15.x, 26.x) and Windows 11 operating systems;Installation, upgrades, support, and troubleshooting of Microsoft Office365, Zoom, Slack and other authorized desktop applications;Installation, upgrades, support, and troubleshooting of printers, computer hardware;Installation, upgrades, support, and troubleshooting of AV conference equipment (Projectors, AppleTV, cameras);Performing general preventative maintenance tasks on computers, laptops, printers, AV equipment;Maintaining assets inventory and equipment procurement;User access management — Providing timely communication on issue status and resolution.Maintaining ticket updates for all reported incidents.Selling points for this demandWork in a big international IT companyWork with cutting edge technologiesWe offer:Work with a highly motivated and dedicated teamCompetitive salaryFlexible scheduleBenefits package — medical insurance, sportsCorporate social eventsProfessional development opportunitiesWell-equipped officeAbout usGrid Dynamics is a leading provider of technology consulting, platform and product engineering, AI, and advanced analytics services. Fusing technical vision with business acumen, we solve the most pressing technical challenges and enable positive business outcomes for enterprise companies undergoing business transformation. A key differentiator for Grid Dynamics is our 8 years of experience and leadership in enterprise AI, supported by profound expertise and ongoing investment in data, analytics, cloud & DevOps, application modernization and customer experience. Founded in 2006, Grid Dynamics is headquartered in Silicon Valley with offices across the Americas, Europe, and India.
",Grid Dynamics,Linux
21,Хедхантер,https://jobs.dou.ua/companies/dzhob-hant/vacancies/299030/?from=first-job,"
JobHunt — це ексклюзивний партнер провідних компаній у галузях технологій, оборонної промисловості, державного сектору, а також громадських і благодійних організацій. Ми співпрацюємо лише з обмеженим колом партнерів, що дозволяє нам глибоко розуміти їхні бізнес-процеси, виробничі потреби та стратегічні цілі.Наша команда залучена до пошуку та підбору найкращих фахівців для топових проєктів, пропонуючи кандидату унікальні можливості для професійного розвитку. Завдяки нашому вузькому фокусу та високій якості послуг, ми є надійним мостом між талановитими спеціалістами та прогресивними компаніями, які працюють задля кращого майбутнього нашої країни.Ми шукаємо хедхантера — спеціаліста з активного пошуку талантів. Якщо ти вмієш знаходити найкращих кандидатів навіть там, де їх ніхто не шукає, розумієш, як працює ринок праці, та хочеш стати частиною професійної рекрутингової команди — тоді ця вакансія для тебе!Що ми пропонуємо?Стабільну зарплату без затримок.Офіційне працевлаштування (оплачувана відпустка та лікарняні).Відстрочку від мобілізації для наших працівників.Безкоштовні обіди (економія 5 тис. грн/міс).Сучасний офіс з генератором, укриттям, технікою та стабільним зв’язком.Підтримку ментора у період випробувального терміну.Бонуси за успішне закриття складних вакансій.Наш ідеальний кандидат:Має аналітичне мислення та розуміє ринок праці.Володіє сильними комунікаційними навичками.Абсолютний екстраверт, вміє легко знаходити спільну мову з будь-ким.Вміє переконувати та вести переговори.Має бажання навчатись ефективно взаємодіяти з представниками медіа, державними органами та іншими ключовими стейкхолдерами.Що ти будеш робити?Вести активний пошук топ-талантів та рідкісних спеціалістів.Постійний хантинг офлайн — відвідування профільних івентів, нетворкінг-зустрічей та закритих клубів, неофіційних зустрічей;Залучати пасивних кандидатів та формувати базу контактів.Використовувати нестандартні методи пошуку та альтернативні канали.Проводити інтерв’ю та оцінювати відповідність кандидатів.Головний офіс знаходиться недалеко від м. Васильківська.
",Джоб Хант,not found
22,Trainee developer for BootCamp,https://jobs.dou.ua/companies/red-tag/vacancies/330855/?from=first-job,"
Hello, Redtagʼ in touch!We are an official Salesforce partner, specializing in providing consulting and implementation services to help businesses successfully integrate CRM and CX strategies.We are looking for a Trainee developer for our Salesforce Bootcamp starting on June 15. It involves mentorship and real-life projects. The training program is expected to last up to 3 months. Expected dedication — 20h/week; a certificate about the completion is included.Link: www.redtag.pro/bootcampRequirements:Understanding of OOP principles.Basic hands-on experience in Java/Javascript/.NET or other programming languages.Basic knowledge of relational databases and SQL.Basic understanding of HTML/CSS.Understanding of algorithms.Effective communication skills.Learner mindset.Written and spoken English at least Upper-intermediate level — is a must!Interview stages:Interview with a recruiter;Test task;Technical interview;Final invitation to join Bootcamp.We offer:Inspiring intro knowledge of Salesforce.Professional and career challenges.Potential opportunity to join Redtag after successful completion of Bootcamp.Networking within the professional Salesforce community.Work closely with our team of professionals, learning alongside them from the very first day.Quickly immerse yourself in one of the fastest-growing tech ecosystems alongside highly passionate professionals.
",Redtag,"SQL,Machine Learning,English"
23,Діловод служби військової техніки,https://jobs.dou.ua/companies/132-okremii-rozviduvalnii-batalion-7-korpusu-dshv/vacancies/360135/?from=first-job,"
132-й окремий розвідувальний батальйон 7-го корпусу швидкого реагування Десантно-Штурмових Військ Збройних Сил України виконує завдання військової, повітряної та радіоелектронної розвідки.Обов’язкиоблік матеріальних засобів по службізберігання документів та бланків суворого облікувиписування матеріальних засобів зі складівоприбуткування за книгами обліку матеріальних засобів, що надійшли до складіввиписування прибуткових та видаткових документівпідготовка даних для звітності по службі до встановленого термінузвірення записів залишків матеріальних засобів, які значаться на обліку, з даними обліку складу та підрозділівВимогибажання розвиватися у вибраній сферівміння вчитися, переймати досвідвідсутність алкогольної, наркотичної або іншої залежностідосвід роботи з програмами Word, ExcelУмовимобілізація до кінця воєнного стану або служба за контрактомможливість переведення чинних військовослужбовців за згодою безпосереднього командираможливість служби для кандидатів, які за висновком ВЛК придатні до служби у військових частинах забезпечення, ТЦК та СП, ВВНЗ, навчальних центрах тощогрошове забезпечення від 25 000 до 55 000 гривень залежно від місця службигарантована щорічна основна відпустка + додаткова відпустка за сімейними обставинами
",132 окремий розвідувальний батальйон 7 корпусу ДШВ,not found
24,Intern Mechanical Engineer,https://jobs.dou.ua/companies/squad/vacancies/339256/?from=first-job,"
 Team Summary 
Our Mechanical Engineering team is responsible for driving innovation from the initial concept through to high-volume production for our key stakeholders’ products. We serve as the vital integration hub, bridging the gap between various hardware disciplines, including Radio Frequency, Electrical Engineering, and Optics. Our lab is fully equipped with state-of-the-art tools for rapid prototyping, comprehensive testing, and advanced hardware development, offering a dynamic environment for hands-on engineering.
 Job Summary 
As an Intern Mechanical Engineer at SQUAD, you will join our hardware development team and participate in the full design lifecycle, from initial concept to mass production. This role provides practical experience in real-world engineering challenges. You will work on designing plastic parts for injection molding, engineering sheet metal components, and developing mechanical layouts for high-density assemblies with specific IP-rating requirements.
This position requires a physical presence in our Kyiv office to work in the mechanical laboratory.
 Responsibilities and Duties 
— Assist in the design of plastic, milled, and sheet metal components— Build functional prototypes and develop custom testing rigs and stands— Actively participate in technical reviews and engage in continuous self-improvement under the mentorship of senior engineers.
 Qualifications and Skills 
— Basic proficiency in SolidWorks (or a similar CAD package)— A strong ’maker’ mindset with proven experience using hand and power tools for prototyping, whether through hobbyist projects or academic laboratory environments— A genuine passion for mechanical engineering and understanding how things work— At least an Intermediate level in both written and spoken English (B1).
 Nice to have 
— Familiarity with other multiple CAD platforms (Fusion 360, Rhino, Creo, etc.).— Basic understanding of manufacturing processes (Injection Molding, 3D printing, CNC).
 We offer multiple benefits that include 
— The environment of equal opportunities, transparent and value-based corporate culture and an individual approach to each team member.— Competitive compensation and perks.— Gig-contract (6 months).— 21 paid vacation days per year, paid public holidays according to the Ukrainian legislation.— Development opportunities like corporate courses, knowledge hubs, and free English classes.— Medical insurance is provided from day one. Sick leaves and medical leaves are available.— Remote working mode is available within Ukraine only.— Free meals, fruits, and snacks when working in the office.
",SQUAD,English
25,Clinical Design Engineer,https://jobs.dou.ua/companies/materialise/vacancies/346055/?from=first-job,"
We’re seeking a skilled and enthusiastic Clinical Design Engineer to join Materialise.If you are selected for the job, you will need to undergo thorough training before handling real cases. We will teach you everything you need to know. We are not looking for experts but motivated individuals willing to learn and grow with us.Responsibilities: ⁃ A Clinical Design Engineer developing medical implants and guides for CMF based on Clinical engineer requests, surgeon’s preferences, and anatomy aspects according to work instructions and established procedures;⁃ Able to determine the high-level clinical reality and history of the patient based on medical image data, and other additional data if applicable. Requirements: ⁃ University degree in Mechanical Engineering or the Biomedical Engineering field is a plus (commercial experience is not mandatory);⁃ Good 3-dimensional thinking & basic experience with CAD tools (SolidWorks or similar);English level: Intermediate.⁃ General engineering knowledge;⁃ Detail-oriented and good at troubleshooting;⁃ Good self-organization skills; Will be a plusUnderstanding of 3D-printing technology.
",Materialise,"English,Degree"
26,Dispute Resolution Specialist (Solidgate — Fintech),https://jobs.dou.ua/companies/genesis-technology-partners/vacancies/359977/?from=first-job,"
Our Mission and VisionAt Solidgate, our mission is clear: to empower outstanding entrepreneurs to build exceptional internet companies. We exist to fuel the builders — the ones shaping the digital economy — with the financial infrastructure they deserve. To achieve that, we’re on a bold path: to become the #1 payments orchestration platform in the world.We believe the future of payments is shaped by people who think big, take ownership, and bring curiosity and drive to everything they do. That’s exactly the kind of teammates we want on board.About the Team and RoleAs a Dispute Resolution Specialist, you’ll work on Chargebackhit — technology that protects online businesses from fraud and chargebacks. The product is mature but runs with the energy of a startup: things evolve fast and decisions are made quickly.This role sits at the intersection of operations, data, and fintech infrastructure. You’ll handle dispute cases that require human judgment, work with banking interfaces, investigate data discrepancies, and directly influence financial outcomes for our merchants. No prior experience is required — just attention to detail, focus, and a drive to grow.What you’ll ownHandle dispute cases that require human judgment, provider-specific nuance, or non-standard workflowsInvestigate data discrepancies between internal systems and provider/network records — detect edge cases, document findings, work with engineering on root causesIdentify repetitive manual tasks and streamline them using AI tools, templates, and bulk-action workflowsSupport new acquirer/PSP onboarding: validate dispute data mapping and act as ops-side QA before go-liveYou’re a great fit if you have0–1 year of experience in operations, support, or a related field (or no experience at all — we’ll teach you)English level Upper-Intermediate (B2) or higherStrong attention to detail and ability to stay focused on high-volume, data-heavy tasksStructured communication and problem-solving mindsetCuriosity and initiative — you don’t wait to be told what to improveWhy Solidgate?No internships here — we build careers. Get hands-on from day one and make a real impact.Your work = real outcomes. Shape how global companies move money.Grow like crazy. Learn from top fintech pros and level up faster than anywhere else.Flex your schedule. Balance studies and work with flexible hours that fit your life.Enjoy the ride. A wow office in Kyiv center, daily lunches, snacks, team buildings, and a learning budget to keep you growing.💌 The Extras: 30+ days off, unlimited sick leave, free office meals, health coverage, and Apple gear to keep you productive. Courses, conferences, sports and wellness benefits — all designed for ideas, focus, and fun.Tomorrow’s fintech needs your mindset. Come build it with us.Know top talent? We’re always on the lookout. Recommend someone for our role, and if they get hired, there’s a bonus waiting for you — simple as that.
",Genesis,"Git,Machine Learning,English"
27,Junior Technical Analyst (Solidgate),https://jobs.dou.ua/companies/genesis-technology-partners/vacancies/344164/?from=first-job,"
Our Mission and VisionAt Solidgate, our mission is clear: to empower outstanding entrepreneurs to build exceptional internet companies. We exist to fuel the builders — the ones shaping the digital economy — with the financial infrastructure they deserve. To achieve that, we’re on a bold path: to become the #1 payments orchestration platform in the world.We believe the future of payments is shaped by people who think big, take ownership, and bring curiosity and drive to everything they do. That’s exactly the kind of teammates we want on board.About the RoleAs a Junior Technical Analyst, you’ll dive into Solidgate’s payment platform and help businesses integrate and run their payment flows smoothly. This role gives you hands-on experience at the intersection of technical operations and product — working with our technical and business teams to resolve issues and improve the payment experience for businesses worldwide.What you’ll ownAnalyzing incoming client requests and finding effective solutionsCollaborating closely with product and technical teams inside the companyCommunicating with client representatives to resolve technical issues related to our productWorking with product documentation and keeping it up to dateYou’re a great fit if you haveBachelor’s in Applied Mathematics / Systems Analysis / Software Engineering / related field (completed or in progress)Excellent written and verbal communication skillsEnglish proficiency at Upper-Intermediate level or higherKnowledge of SQLNice to haveSelf-starter — you can own your projects and take full responsibility for your areaPractical experience with Postman and PythonWhy Solidgate?No internships here — we build careers. Get hands-on from day one and make a real impact.Enjoy the ride. A wow office in Kyiv center, daily lunches, snacks, team buildings, and a learning budget to keep you growing.Flex your schedule. Balance studies and work with flexible hours that fit your life.Your work = real outcomes. Shape how global companies move money.💌 The Extras: 30+ days off, unlimited sick leave, free office meals, health coverage, and Apple gear to keep you productive. Courses, conferences, sports and wellness benefits — all designed for ideas, focus, and fun.Tomorrow’s fintech needs your mindset. Come build it with us.Know top talent? We’re always on the lookout. Recommend someone for our role, and if they get hired, there’s a bonus waiting for you — simple as that.
",Genesis,"Python,SQL,Git,English"
28,Customer Support Agent (shifts) (Solidgate),https://jobs.dou.ua/companies/genesis-technology-partners/vacancies/288267/?from=first-job,"
Our Mission and VisionAt Solidgate, our mission is clear: to empower outstanding entrepreneurs to build exceptional internet companies. We exist to fuel the builders — the ones shaping the digital economy — with the financial infrastructure they deserve. To achieve that, we’re on a bold path: to become the #1 payments orchestration platform in the world.We believe the future of payments is shaped by people who think big, take ownership, and bring curiosity and drive to everything they do. That’s exactly the kind of teammates we want on board.About the RoleOur Customer Support team is the first point of contact for merchants and partners across the globe, delivering fast, thoughtful support when it matters most. They are the voice of our customers, working hand-in-hand with product and engineering teams to enhance experiences and keep exceptional service at the core of everything we do.We’re looking for a Customer Support Agent who takes ownership of customer issues, goes the extra mile to find solutions, and helps shape the way we support our customers every day.Working with us, you’ll have:no repetitive or routine tasks;the opportunity to dive into the details of the payment world;experience with a complex B2B fintech product;the chance to become a strong professional in a challenging industry.What you’ll be doinghandling incoming L1 support requests;ensuring SLA compliance and timely communication;providing quick, clear, and professional feedback to clients;monitoring recurring questions and suggesting improvements for the knowledge base.What you’ll needBachelor’s or Master’s degree, either completed or underway;strong analytical skills;ability to prioritize tasks and manage multiple requests simultaneously;English proficiency at Upper-Intermediate level or higher.Nice to haveBasic knowledge of SQL.Previous experience in customer support.Work schedule3 evening shifts (15:30–00:00) — 2 days off;3 morning shifts (07:30–16:00) — 2 days off;3 night shifts (23:30–08:00) — 2 days off.Why Solidgate?No internships here — we build careers. Get hands-on from day one and make a real impact.Your work = real outcomes. Shape how global companies move money.Grow like crazy. Learn from top fintech pros and level up faster than anywhere else.Flex your schedule. Balance studies and work with flexible hours that fit your life.Enjoy the ride. A wow office in Kyiv center, daily lunches, snacks, team buildings, and a learning budget to keep you growing.Hiring process: Intro call with a recruiter, Interview with the team, Test task, Final interview with the CEO💌 The Extras: 30+ days off, unlimited sick leave, free office meals, health coverage, and Apple gear to keep you productive. Courses, conferences, sports and wellness benefits — all designed for ideas, focus, and fun.Tomorrow’s fintech needs your mindset. Come build it with us.🫂 Know top talent? We’re always on the lookout. Recommend someone for our role, and if they get hired, there’s a bonus waiting for you — simple as that.
",Genesis,"SQL,Git,English,Degree"
29,Junior Technical Analyst,https://jobs.dou.ua/companies/solidgate/vacancies/259752/?from=first-job,"
Our Mission and VisionAt Solidgate, our mission is clear: to empower outstanding entrepreneurs to build exceptional internet companies. We exist to fuel the builders — the ones shaping the digital economy — with the financial infrastructure they deserve. To achieve that, we’re on a bold path: to become the #1 payments orchestration platform in the world.We believe the future of payments is shaped by people who think big, take ownership, and bring curiosity and drive to everything they do. That’s exactly the kind of teammates we want on board.About the RoleAs a Junior Technical Analyst, you’ll dive into Solidgate’s payment platform and help businesses integrate and run their payment flows smoothly. This role gives you hands-on experience at the intersection of technical operations and product — working with our technical and business teams to resolve issues and improve the payment experience for businesses worldwide.What you’ll ownAnalyzing incoming client requests and finding effective solutionsCollaborating closely with product and technical teams inside the companyCommunicating with client representatives to resolve technical issues related to our productWorking with product documentation and keeping it up to dateYou’re a great fit if you haveBachelor’s in Applied Mathematics / Systems Analysis / Software Engineering / related field (completed or in progress)Excellent written and verbal communication skillsEnglish proficiency at Upper-Intermediate level or higherKnowledge of SQL Nice to haveSelf-starter — you can own your projects and take full responsibility for your areaPractical experience with Postman and PythonWhy Solidgate?No internships here — we build careers. Get hands-on from day one and make a real impact.Enjoy the ride. A wow office in Kyiv center, daily lunches, snacks, team buildings, and a learning budget to keep you growing.Flex your schedule. Balance studies and work with flexible hours that fit your life.Your work = real outcomes. Shape how global companies move money.💌 The Extras: 30+ days off, unlimited sick leave, free office meals, health coverage, and Apple gear to keep you productive. Courses, conferences, sports and wellness benefits — all designed for ideas, focus, and fun.Tomorrow’s fintech needs your mindset. Come build it with us.Know top talent? We’re always on the lookout. Recommend someone for our role, and if they get hired, there’s a bonus waiting for you — simple as that.
",Solidgate,"Python,SQL,Git,English"
30,Junior Media Buyer,https://jobs.dou.ua/companies/inception-one/vacancies/359965/?from=first-job,"
Inception-1 is a product company that creates AI-driven B2C products designed to help people feel more connected and less alone. Our mission is to build meaningful digital experiences that blend technology with empathy — and to prove that technology can be both human and transformative.We are looking for a Junior Media Buyer who is eager to grow in performance marketing, learn fast, and take ownership of real campaigns from day one.ResponsibilitiesSupport the launch and management of performance marketing campaigns on Meta.Help optimize campaigns based on key metrics: CPA, ROAS, and LTV.Assist in running A/B and split tests across creatives, campaigns, and landing pages.Analyze performance data, identify trends, and share insights with the team.Create clear briefs and tasks for photo/video designers.Help maintain and improve automation rules for acquisition campaigns.Conduct competitor analysis and contribute growth hypotheses. RequirementsBasic hands-on experience with Meta Ads Manager (internship, freelance, or personal projects welcome).Understanding of core performance marketing metrics: CPA, ROAS, LTV, budgeting.Analytical mindset and data-driven approach to decision-making.Curiosity and eagerness to learn new tools and domains quickly.English level: Intermediate+.Familiarity with A/B testing concepts is a plus. Nice to HaveAny experience with TikTok Ads, Google Ads, or other UA channels.Understanding of iOS 14.5+ impact on performance marketing.Familiarity with tools like Amplitude, Tableau, or Jira.Bachelor’s degree in marketing, economics, analytics, or a related field. What We OfferFlexible work schedule and remote-friendly culture.Online corporate doctor services, and health insurance in Ukraine after probationary period.20 working days of paid vacation per year, unlimited sick leave.All necessary equipment provided.Compensation for top-market courses, corporate meetups and lectures, a large library, and business & management schools for employees.
",Inception-1,"Git,English,Degree"
31,"Спеціаліст з адміністративної діяльності, Administrative specialist (офіцер, військова служба, мобілізація, контракт)",https://jobs.dou.ua/companies/tsentr-zahistu-informatsii/vacancies/346560/?from=first-job,"
Привіт! Ми — Центр захисту інформації та кібернетичної безпеки, команда професіоналів, яка щодня робить Україну безпечнішою у цифровому світі. Якщо ти хочеш розпочати кар’єру у важливій сфері, розвиватися в колективі однодумців і долучатися до справді значущої роботи — ми радо запрошуємо тебе стати частиною нашої команди на позицію Офіцера адміністративної діяльності в м. Дніпро.Дана вакансія передбачає наявність у шукача військового звання офіцерського складу.Кого ми шукаємо:Ти маєш вищу освіту, а досвід роботи — не обов’язковий. Ми готові навчати і підтримувати на кожному кроці.Ти офіцер запасу або діючий військовослужбовець.Ти відповідальний, уважний до деталей і вмієш організовувати свою роботу.Ти комунікабельний і відкритий до співпраці з різними людьми.Ти зацікавлений у розвитку в сфері кадрового діловодства та хочеш зрозуміти всі тонкощі роботи з персоналом.Знання законодавства з питань трудових відносин буде перевагою, але не обов’язковим.Що ти будеш робити у нас:Реєстрація, облік та архівування вхідної й вихідної кореспонденції.Підготовка наказів, розпоряджень, листів, договорів.Контроль термінів виконання документів.Оформлення прийому, переведення та звільнення працівників.Ведення особових справ.Ведення внутрішніх реєстрів та баз даних.Організація зберігання документації.Робота з системами електронного документообігу.Що ми пропонуємо:Стабільну роботу в компанії, що працює у сфері безпеки інформації — одній із найперспективніших галузей сьогодення.Конкурентну заробітну плату в діапазоні 27 000 — 50 000 грн з можливістю кар’єрного росту.Офіційне працевлаштування, соціальні гарантії та підтримку у професійному розвитку.Дружній колектив, який цінує кожного співробітника і допомагає розкривати потенціал.Комфортне робоче середовище в Дніпрі з сучасними умовами праці.Можливість навчатися і покращувати свої навички у сфері адмінпослуг та кібербезпеки.Якщо ти готовий долучитися до нашої команди та розпочати професійний шлях в сфері управління персоналом — ми чекаємо саме на тебе! Разом ми створюємо безпечне майбутнє. Приєднуйся!
",Центр захисту інформації та кібернетичної безпеки,not found
